ID;R;G;B;Country;StateName;ProvinceName
537;51;119;195;Albania;Tiranë;Kavajës
538;83;178;245;Albania;Tiranë;Tiranës
539;190;195;214;Albania;Vlorë;Delvinës
540;112;219;61;Albania;Vlorë;Sarandës
541;168;105;226;Albania;Vlorë;Vlorës
542;160;86;178;United Arab Emirates;Abu Dhabi;Abu Dhabi
543;184;183;165;United Arab Emirates;Abu Dhabi;Al Ain
544;229;67;53;United Arab Emirates;Abu Dhabi;Al Gharbia
545;94;136;128;United Arab Emirates;Ajman;Ajman
546;187;45;218;United Arab Emirates;Ajman;Ajman Cental
547;130;66;231;United Arab Emirates;Ajman;Ajman Industrial 1
548;97;203;84;United Arab Emirates;Ajman;Ajman Industrial 2
549;178;138;73;United Arab Emirates;Ajman;Al Alia
550;226;97;158;United Arab Emirates;Ajman;Al Amerah
551;109;71;214;United Arab Emirates;Ajman;Al Bahia
552;231;215;248;United Arab Emirates;Ajman;Al Bustan
553;126;232;166;United Arab Emirates;Ajman;Al Butain
554;128;127;213;United Arab Emirates;Ajman;Al Hamidiya 1
555;177;157;221;United Arab Emirates;Ajman;Al Hamidiya 2 
556;145;252;214;United Arab Emirates;Ajman;Al Hamidiya 3
557;201;68;109;United Arab Emirates;Ajman;Al Jerf 1
558;67;187;89;United Arab Emirates;Ajman;Al Jerf 2
559;210;206;149;United Arab Emirates;Ajman;Al Jerf 3
560;102;181;212;United Arab Emirates;Ajman;Al Jerf Industrial 1
561;51;245;210;United Arab Emirates;Ajman;Al Jerf Industrial 2
562;223;213;50;United Arab Emirates;Ajman;Al Jerf Industrial 3
563;251;51;103;United Arab Emirates;Ajman;Al Muntaz 1
564;104;49;237;United Arab Emirates;Ajman;Al Muntaz 2
565;94;155;99;United Arab Emirates;Ajman;Al Muwaihat 1
566;126;116;61;United Arab Emirates;Ajman;Al Muwaihat 2
567;111;131;147;United Arab Emirates;Ajman;Al Muwaihat 3
568;187;62;46;United Arab Emirates;Ajman;Al Nakil
569;51;227;233;United Arab Emirates;Ajman;Al Nuaimia
570;92;177;251;United Arab Emirates;Ajman;Al Raqaib 1
571;53;96;79;United Arab Emirates;Ajman;Al Raqaib 2
572;73;68;118;United Arab Emirates;Ajman;Al Rashidiya 1
573;211;226;96;United Arab Emirates;Ajman;Al Rashidiya 2
574;66;194;112;United Arab Emirates;Ajman;Al Rashidiya 3
575;65;218;92;United Arab Emirates;Ajman;Al Rawda 1
576;83;174;110;United Arab Emirates;Ajman;Al Rawda 2
577;137;140;131;United Arab Emirates;Ajman;Al Rawda 3
578;103;87;116;United Arab Emirates;Ajman;Al Rumailah
579;52;188;247;United Arab Emirates;Ajman;Al Talla 1
580;61;78;250;United Arab Emirates;Ajman;Al Talla 2
581;113;161;53;United Arab Emirates;Ajman;Al Yasmeen
582;212;79;78;United Arab Emirates;Ajman;Al Zahya
583;87;117;124;United Arab Emirates;Ajman;Helio 1
584;197;98;92;United Arab Emirates;Ajman;Helio 2
585;114;213;97;United Arab Emirates;Ajman;Manama
586;88;103;180;United Arab Emirates;Ajman;Masfut
587;253;136;130;United Arab Emirates;Ajman;Meshairef
588;255;172;146;United Arab Emirates;Ajman;South Ajman
589;165;90;194;United Arab Emirates;Dubai;Sector 1
590;173;106;158;United Arab Emirates;Dubai;Sector 2
591;45;178;196;United Arab Emirates;Dubai;Sector 3
592;46;91;205;United Arab Emirates;Dubai;Sector 4
593;101;216;184;United Arab Emirates;Dubai;Sector 5
594;151;73;209;United Arab Emirates;Dubai;Sector 6
595;143;145;47;United Arab Emirates;Dubai;Sector 7
596;109;186;51;United Arab Emirates;Dubai;Sector 8
597;243;54;235;United Arab Emirates;Dubai;Sector 9
598;212;166;82;United Arab Emirates;Fujairah;Central
599;102;152;48;United Arab Emirates;Fujairah;North
600;166;222;204;United Arab Emirates;Fujairah;South
601;248;222;127;United Arab Emirates;Ras Al-Khaimah;Airport
602;246;70;224;United Arab Emirates;Ras Al-Khaimah;Al Darbijaniyah
603;57;185;117;United Arab Emirates;Ras Al-Khaimah;Al Dhait North
604;214;191;118;United Arab Emirates;Ras Al-Khaimah;Al Dhait South
605;110;199;58;United Arab Emirates;Ras Al-Khaimah;Al Duhaisah
606;61;64;50;United Arab Emirates;Ras Al-Khaimah;Al Farlain
607;193;75;54;United Arab Emirates;Ras Al-Khaimah;Al Ghubb
608;231;175;85;United Arab Emirates;Ras Al-Khaimah;Al Hamra
609;165;93;236;United Arab Emirates;Ras Al-Khaimah;Al Hamra Village
610;54;230;220;United Arab Emirates;Ras Al-Khaimah;Al Hubaidah
611;254;189;167;United Arab Emirates;Ras Al-Khaimah;Al Jazirah Al Hamra
612;92;124;65;United Arab Emirates;Ras Al-Khaimah;Al Juwais
613;129;167;107;United Arab Emirates;Ras Al-Khaimah;Al Kharran
614;91;152;230;United Arab Emirates;Ras Al-Khaimah;Al Mamourah
615;249;73;191;United Arab Emirates;Ras Al-Khaimah;Al Mataf
616;155;72;70;United Arab Emirates;Ras Al-Khaimah;Al Nakheel
617;50;100;180;United Arab Emirates;Ras Al-Khaimah;Al Nudood
618;108;209;220;United Arab Emirates;Ras Al-Khaimah;Al Qir
619;223;254;46;United Arab Emirates;Ras Al-Khaimah;Al Qurm
620;184;200;72;United Arab Emirates;Ras Al-Khaimah;Al Qusaidat
621;46;164;85;United Arab Emirates;Ras Al-Khaimah;Al Rams
622;133;174;111;United Arab Emirates;Ras Al-Khaimah;Al Riffa
623;226;99;122;United Arab Emirates;Ras Al-Khaimah;Al Sall
624;135;237;115;United Arab Emirates;Ras Al-Khaimah;Al Seer
625;241;78;152;United Arab Emirates;Ras Al-Khaimah;Al Sharisha
626;126;190;250;United Arab Emirates;Ras Al-Khaimah;Al Soor
627;232;168;206;United Arab Emirates;Ras Al-Khaimah;Al Turfa
628;70;220;117;United Arab Emirates;Ras Al-Khaimah;Al Uraibi
629;195;184;57;United Arab Emirates;Ras Al-Khaimah;Al Zahra
630;98;224;175;United Arab Emirates;Ras Al-Khaimah;Bab Al Bahr
631;125;212;84;United Arab Emirates;Ras Al-Khaimah;Dafran Al Khor
632;189;113;97;United Arab Emirates;Ras Al-Khaimah;Dhayah
633;132;153;201;United Arab Emirates;Ras Al-Khaimah;Ghalliah
634;175;54;171;United Arab Emirates;Ras Al-Khaimah;Hamraniyah
635;118;255;87;United Arab Emirates;Ras Al-Khaimah;Idhn
636;149;173;185;United Arab Emirates;Ras Al-Khaimah;Jebel Al Jais
637;113;213;143;United Arab Emirates;Ras Al-Khaimah;Khatt
638;199;74;252;United Arab Emirates;Ras Al-Khaimah;Khor Khwair
639;58;214;217;United Arab Emirates;Ras Al-Khaimah;Khuzam
640;63;100;245;United Arab Emirates;Ras Al-Khaimah;Liwa Badr
641;65;62;73;United Arab Emirates;Ras Al-Khaimah;Mina Al Arab
642;63;132;45;United Arab Emirates;Ras Al-Khaimah;Mudfuk
643;194;161;227;United Arab Emirates;Ras Al-Khaimah;RAK City
644;118;139;193;United Arab Emirates;Ras Al-Khaimah;Ras Al Selaab
645;228;192;143;United Arab Emirates;Ras Al-Khaimah;Saraya Islands
646;98;177;91;United Arab Emirates;Ras Al-Khaimah;Seih Al Burairat
647;89;249;154;United Arab Emirates;Ras Al-Khaimah;Seih Al Ghubb
648;76;206;123;United Arab Emirates;Ras Al-Khaimah;Seih Al Harf
649;51;140;126;United Arab Emirates;Ras Al-Khaimah;Seih Al Hubaidah
650;198;130;59;United Arab Emirates;Ras Al-Khaimah;Seih Al Qusaidat
651;75;96;225;United Arab Emirates;Ras Al-Khaimah;Seih Al Uraibi
652;226;214;92;United Arab Emirates;Ras Al-Khaimah;Seih Shihyar
653;206;164;116;United Arab Emirates;Ras Al-Khaimah;Sha'am
654;102;174;255;United Arab Emirates;Ras Al-Khaimah;Shamal Haqueel
655;197;76;177;United Arab Emirates;Ras Al-Khaimah;Shamal Julphar
656;195;249;58;United Arab Emirates;Ras Al-Khaimah;Sidroh
657;118;102;47;United Arab Emirates;Ras Al-Khaimah;South
658;170;223;205;United Arab Emirates;Ras Al-Khaimah;Suburbia
659;216;156;200;United Arab Emirates;Ras Al-Khaimah;Suhaim
660;240;204;166;United Arab Emirates;Ras Al-Khaimah;Wadi Ammar
661;102;87;100;United Arab Emirates;Ras Al-Khaimah;NA
662;163;76;199;United Arab Emirates;Sharjah;Abu Shagara
663;226;211;141;United Arab Emirates;Sharjah;Airport
664;161;101;196;United Arab Emirates;Sharjah;Al Abar
665;53;245;74;United Arab Emirates;Sharjah;Al Azra
666;254;229;179;United Arab Emirates;Sharjah;Al Bu Daniq
667;149;173;122;United Arab Emirates;Sharjah;Al Falaj
668;222;232;79;United Arab Emirates;Sharjah;Al Fisht
669;250;145;74;United Arab Emirates;Sharjah;Al Ghafia
670;168;50;249;United Arab Emirates;Sharjah;Al Gharayen
671;66;142;188;United Arab Emirates;Sharjah;Al Gharb
672;129;77;48;United Arab Emirates;Sharjah;Al Ghubaira
673;182;133;129;United Arab Emirates;Sharjah;Al Goaz
674;80;116;58;United Arab Emirates;Sharjah;Al Hazzanah
675;111;69;100;United Arab Emirates;Sharjah;Al Heerah Suburb
676;191;202;217;United Arab Emirates;Sharjah;Al Jazzat
677;185;118;151;United Arab Emirates;Sharjah;Al Khaledia Suburb
678;54;186;52;United Arab Emirates;Sharjah;Al Khan
679;181;208;174;United Arab Emirates;Sharjah;Al Khezamia
680;61;87;119;United Arab Emirates;Sharjah;Al Layyeh Suburb
681;96;99;75;United Arab Emirates;Sharjah;Al Mahatah
682;164;149;55;United Arab Emirates;Sharjah;Al Majaz
683;181;128;99;United Arab Emirates;Sharjah;Al Manakh
684;56;190;105;United Arab Emirates;Sharjah;Al Mareija
685;235;195;108;United Arab Emirates;Sharjah;Al Mujarrah
686;113;140;64;United Arab Emirates;Sharjah;Al Musalla
687;120;48;212;United Arab Emirates;Sharjah;Al Nabba
688;57;106;69;United Arab Emirates;Sharjah;Al Nabba'ah
689;57;163;203;United Arab Emirates;Sharjah;Al Nasserya
690;159;197;247;United Arab Emirates;Sharjah;Al Nekhailat
691;107;108;239;United Arab Emirates;Sharjah;Al Noaf
692;97;64;192;United Arab Emirates;Sharjah;Al Qadisiya
693;92;206;185;United Arab Emirates;Sharjah;Al Qasba
694;226;251;108;United Arab Emirates;Sharjah;Al Qassima
695;242;242;104;United Arab Emirates;Sharjah;Al Ramala West
696;151;167;165;United Arab Emirates;Sharjah;Al Ramaqiya
697;116;163;238;United Arab Emirates;Sharjah;Al Ramla East
698;194;67;54;United Arab Emirates;Sharjah;Al Ramtha
699;113;70;234;United Arab Emirates;Sharjah;Al Rarmaniya
700;185;197;162;United Arab Emirates;Sharjah;Al Rifa'ah
701;77;146;147;United Arab Emirates;Sharjah;Al Riff'a
702;218;138;116;United Arab Emirates;Sharjah;Al Sabkha
703;118;242;234;United Arab Emirates;Sharjah;Al Sajaa Industrial Suburb
704;167;95;141;United Arab Emirates;Sharjah;Al Seef
705;156;186;106;United Arab Emirates;Sharjah;Al Shahba
706;80;150;236;United Arab Emirates;Sharjah;Al Sharq
707;236;153;205;United Arab Emirates;Sharjah;Al Shuwaihean
708;50;102;211;United Arab Emirates;Sharjah;Al Suoyh Suburb
709;254;213;147;United Arab Emirates;Sharjah;Al Taawun
710;119;199;103;United Arab Emirates;Sharjah;Al Tala'a
711;127;85;189;United Arab Emirates;Sharjah;Al Yarmook
712;57;140;89;United Arab Emirates;Sharjah;Al Yash
713;46;189;54;United Arab Emirates;Sharjah;Bee'ah
714;175;99;196;United Arab Emirates;Sharjah;Bu Tina
715;84;98;229;United Arab Emirates;Sharjah;Dasman
716;181;112;227;United Arab Emirates;Sharjah;Dibba Al-Hisn
717;181;149;153;United Arab Emirates;Sharjah;Emirates Industrial City
718;46;52;222;United Arab Emirates;Sharjah;Flag Island
719;232;104;92;United Arab Emirates;Sharjah;Halwan Suburb
720;241;251;66;United Arab Emirates;Sharjah;Industrial Area
721;205;136;86;United Arab Emirates;Sharjah;Kalba
722;47;79;115;United Arab Emirates;Sharjah;Khor Fakkan
723;63;79;150;United Arab Emirates;Sharjah;Maysaloon
724;50;77;197;United Arab Emirates;Sharjah;Mughaidir Suburb
725;214;145;115;United Arab Emirates;Sharjah;Muwafjah
726;246;47;87;United Arab Emirates;Sharjah;Muwailih Commercial
727;196;189;143;United Arab Emirates;Sharjah;Nahwa
728;88;189;138;United Arab Emirates;Sharjah;Saif Zone
729;66;126;118;United Arab Emirates;Sharjah;Samnan
730;207;117;85;United Arab Emirates;Sharjah;Sharjah Port
731;200;251;164;United Arab Emirates;Sharjah;Sharqan
732;125;232;213;United Arab Emirates;Sharjah;Um Altaraffa
733;167;243;222;United Arab Emirates;Sharjah;University City
734;98;115;252;United Arab Emirates;Sharjah;Wasit Suburb
735;90;94;149;United Arab Emirates;Sharjah;NA
736;233;82;202;United Arab Emirates;Umm al-Qaywayn;Umm al-Qaywayn
737;250;115;91;Argentina;Buenos Aires;Adolfo Alsina
738;62;208;209;Argentina;Buenos Aires;Adolfo Gonzales Chaves
739;63;185;64;Argentina;Buenos Aires;Alberti
740;67;176;78;Argentina;Buenos Aires;Almirante Brown
741;219;123;229;Argentina;Buenos Aires;Ameghino
742;176;209;113;Argentina;Buenos Aires;Arrecifes
743;136;123;132;Argentina;Buenos Aires;Avellaneda
744;105;177;111;Argentina;Buenos Aires;Ayacucho
745;145;204;251;Argentina;Buenos Aires;Azul
746;111;133;46;Argentina;Buenos Aires;Bahía Blanca
747;106;86;193;Argentina;Buenos Aires;Balcarce
748;63;146;219;Argentina;Buenos Aires;Baradero
749;54;85;159;Argentina;Buenos Aires;Benito Juárez
750;55;91;152;Argentina;Buenos Aires;Berazategui
751;212;68;198;Argentina;Buenos Aires;Berisso
752;110;232;129;Argentina;Buenos Aires;Bolívar
753;102;60;210;Argentina;Buenos Aires;Bragado
754;121;133;95;Argentina;Buenos Aires;Brandsen
755;179;232;132;Argentina;Buenos Aires;Campana
756;95;129;92;Argentina;Buenos Aires;Cañuelas
757;151;149;135;Argentina;Buenos Aires;Capitán Sarmiento
758;67;160;135;Argentina;Buenos Aires;Carlos Casares
759;117;59;204;Argentina;Buenos Aires;Carlos Tejedor
760;163;216;123;Argentina;Buenos Aires;Carmen de Areco
761;252;122;221;Argentina;Buenos Aires;Castelli
762;117;69;111;Argentina;Buenos Aires;Chacabuco
763;164;61;247;Argentina;Buenos Aires;Chascomús
764;182;79;166;Argentina;Buenos Aires;Chivilcoy
765;216;102;221;Argentina;Buenos Aires;Colón
766;230;153;199;Argentina;Buenos Aires;Coronel de Marina Leonardo Rosal
767;111;139;50;Argentina;Buenos Aires;Coronel Dorrego
768;155;172;79;Argentina;Buenos Aires;Coronel Pringles
769;128;94;146;Argentina;Buenos Aires;Coronel Suárez
770;159;88;121;Argentina;Buenos Aires;Daireaux
771;175;126;127;Argentina;Buenos Aires;Dolores
772;82;167;77;Argentina;Buenos Aires;Ensenada
773;89;238;63;Argentina;Buenos Aires;Escobar
774;50;140;87;Argentina;Buenos Aires;Esteban Echeverría
775;70;121;146;Argentina;Buenos Aires;Exaltación de la Cruz
776;141;202;186;Argentina;Buenos Aires;Florencio Varela
777;54;172;159;Argentina;Buenos Aires;General Alvarado
778;253;114;193;Argentina;Buenos Aires;General Alvear
779;64;132;232;Argentina;Buenos Aires;General Arenales
780;251;183;189;Argentina;Buenos Aires;General Belgrano
781;228;48;167;Argentina;Buenos Aires;General Guido
782;138;246;182;Argentina;Buenos Aires;General Juan Madariaga
783;147;140;249;Argentina;Buenos Aires;General La Madrid
784;136;62;85;Argentina;Buenos Aires;General Las Heras
785;178;240;62;Argentina;Buenos Aires;General Lavalle
786;227;251;127;Argentina;Buenos Aires;General Paz
787;250;138;185;Argentina;Buenos Aires;General Pinto
788;105;131;51;Argentina;Buenos Aires;General Pueyrredón
789;93;149;119;Argentina;Buenos Aires;General Rodríguez
790;111;176;242;Argentina;Buenos Aires;General San Martín
791;104;196;192;Argentina;Buenos Aires;General Sarmiento
792;190;173;118;Argentina;Buenos Aires;General Viamonte
793;188;191;229;Argentina;Buenos Aires;General Villegas
794;138;206;62;Argentina;Buenos Aires;Guaminí
795;48;172;152;Argentina;Buenos Aires;Hipólito Yrigoyen
796;155;47;236;Argentina;Buenos Aires;Junín
797;129;47;52;Argentina;Buenos Aires;La Costa
798;226;179;81;Argentina;Buenos Aires;La Matanza
799;56;226;190;Argentina;Buenos Aires;La Plata
800;79;125;47;Argentina;Buenos Aires;Lanús
801;60;229;63;Argentina;Buenos Aires;Laprida
802;91;232;115;Argentina;Buenos Aires;Las Flores
803;55;220;143;Argentina;Buenos Aires;Leandro N. Alem
804;86;61;64;Argentina;Buenos Aires;Lincoln
805;119;215;193;Argentina;Buenos Aires;Lobería
806;170;93;181;Argentina;Buenos Aires;Lobos
807;209;85;139;Argentina;Buenos Aires;Lomas de Zamora
808;66;159;132;Argentina;Buenos Aires;Luján
809;169;225;190;Argentina;Buenos Aires;Magdalena
810;132;151;103;Argentina;Buenos Aires;Maipú
811;248;48;241;Argentina;Buenos Aires;Mar Chiquita
812;135;254;105;Argentina;Buenos Aires;Marcos Paz
813;210;135;253;Argentina;Buenos Aires;Mercedes
814;156;181;193;Argentina;Buenos Aires;Merlo
815;242;162;49;Argentina;Buenos Aires;Monte
816;182;103;223;Argentina;Buenos Aires;Monte Hermoso
817;123;137;77;Argentina;Buenos Aires;Moreno
818;108;182;180;Argentina;Buenos Aires;Morón
819;99;92;198;Argentina;Buenos Aires;Navarro
820;55;230;219;Argentina;Buenos Aires;Necochea
821;193;96;254;Argentina;Buenos Aires;Nueve de Julio
822;75;214;47;Argentina;Buenos Aires;Olavarría
823;87;136;55;Argentina;Buenos Aires;Patagones
824;181;74;123;Argentina;Buenos Aires;Pehuajó
825;249;182;131;Argentina;Buenos Aires;Pellegrini
826;139;54;129;Argentina;Buenos Aires;Pergamino
827;114;206;221;Argentina;Buenos Aires;Pila
828;205;67;213;Argentina;Buenos Aires;Pilar
829;240;210;156;Argentina;Buenos Aires;Pinamar
830;210;78;58;Argentina;Buenos Aires;Puán
831;84;147;111;Argentina;Buenos Aires;Quilmes
832;182;136;159;Argentina;Buenos Aires;Ramallo
833;61;227;216;Argentina;Buenos Aires;Rauch
834;179;112;89;Argentina;Buenos Aires;Rivadavia
835;225;248;88;Argentina;Buenos Aires;Rojas
836;149;236;173;Argentina;Buenos Aires;Roque Pérez
837;103;49;172;Argentina;Buenos Aires;Saavedra
838;216;207;92;Argentina;Buenos Aires;Saladillo
839;81;145;197;Argentina;Buenos Aires;Salliqueló
840;217;210;215;Argentina;Buenos Aires;Salto
841;250;47;157;Argentina;Buenos Aires;San Andrés de Giles
842;183;222;242;Argentina;Buenos Aires;San Antonio de Areco
843;150;219;189;Argentina;Buenos Aires;San Cayetano
844;214;111;189;Argentina;Buenos Aires;San Fernando (1)
845;57;46;109;Argentina;Buenos Aires;San Fernando (2)
846;186;152;172;Argentina;Buenos Aires;San Isidro
847;64;207;172;Argentina;Buenos Aires;San Nicolás
848;54;141;193;Argentina;Buenos Aires;San Pedro
849;99;249;131;Argentina;Buenos Aires;San Vicente
850;143;136;228;Argentina;Buenos Aires;Suipacha
851;159;233;112;Argentina;Buenos Aires;Tandil
852;67;245;129;Argentina;Buenos Aires;Tapalqué
853;171;97;202;Argentina;Buenos Aires;Tigre
854;100;77;65;Argentina;Buenos Aires;Tordillo
855;119;200;162;Argentina;Buenos Aires;Tornquist
856;144;165;212;Argentina;Buenos Aires;Trenque Lauquen
857;216;157;72;Argentina;Buenos Aires;Tres Arroyos
858;188;202;91;Argentina;Buenos Aires;Tres de Febrero
859;182;112;243;Argentina;Buenos Aires;Tres Lomas
860;249;167;219;Argentina;Buenos Aires;Veinticinco de Mayo
861;46;244;202;Argentina;Buenos Aires;Vicente López
862;151;244;169;Argentina;Buenos Aires;Villa Gesell
863;173;197;193;Argentina;Buenos Aires;Villarino
864;122;148;79;Argentina;Buenos Aires;Zárate
865;85;110;159;Argentina;Catamarca;Ambato
866;47;45;121;Argentina;Catamarca;Ancasti
867;67;129;56;Argentina;Catamarca;Andalgalá
868;66;138;137;Argentina;Catamarca;Antofagasta de la Sierra
869;240;169;77;Argentina;Catamarca;Belén
870;80;253;61;Argentina;Catamarca;Capayán
871;194;218;135;Argentina;Catamarca;Capital
872;219;182;53;Argentina;Catamarca;El Alto
873;177;237;87;Argentina;Catamarca;Fray Mamerto Esquiú
874;75;109;160;Argentina;Catamarca;La Paz
875;200;119;230;Argentina;Catamarca;Paclín
876;115;91;55;Argentina;Catamarca;Pomán
877;158;61;119;Argentina;Catamarca;Santa María
878;59;65;74;Argentina;Catamarca;Santa Rosa
879;72;229;86;Argentina;Catamarca;Tinogasta
880;211;94;76;Argentina;Catamarca;Valle Viejo
881;174;150;130;Argentina;Chaco;Almirante Brown
882;48;77;195;Argentina;Chaco;Bermejo
883;86;235;164;Argentina;Chaco;Chacabuco
884;99;226;255;Argentina;Chaco;Comandante Fernández
885;166;165;108;Argentina;Chaco;Doce de Octubre
886;82;108;254;Argentina;Chaco;Fray Justo Santa María de Oro
887;111;201;254;Argentina;Chaco;General Belgrano
888;101;145;95;Argentina;Chaco;General Donovan
889;102;133;134;Argentina;Chaco;General Güemes
890;125;89;223;Argentina;Chaco;Independencia
891;152;67;126;Argentina;Chaco;Libertad
892;147;161;149;Argentina;Chaco;Libertador General San Martín
893;53;50;87;Argentina;Chaco;Maipú
894;87;117;148;Argentina;Chaco;Mayor Luis J. Fontana
895;122;208;251;Argentina;Chaco;Nueve de Julio
896;201;91;246;Argentina;Chaco;O'Higgins
897;51;56;154;Argentina;Chaco;Presidencia de la Plaza
898;144;88;166;Argentina;Chaco;Primero de Mayo
899;150;115;185;Argentina;Chaco;Quitilipi
900;148;195;143;Argentina;Chaco;San Fernando
901;247;196;231;Argentina;Chaco;San Lorenzo
902;170;241;203;Argentina;Chaco;Sargento Cabral
903;152;94;114;Argentina;Chaco;Tapenagá
904;129;82;141;Argentina;Chaco;Veinticinco de Mayo
905;100;221;93;Argentina;Chubut;Biedma
906;243;80;74;Argentina;Chubut;Cushamen
907;202;94;250;Argentina;Chubut;Escalante
908;58;109;78;Argentina;Chubut;Florentino Ameghino
909;107;159;162;Argentina;Chubut;Futaleufú
910;126;194;84;Argentina;Chubut;Gaiman
911;134;207;141;Argentina;Chubut;Gastre
912;150;48;196;Argentina;Chubut;Languiñeo
913;79;175;208;Argentina;Chubut;Mártires
914;74;137;95;Argentina;Chubut;Paso de Indios
915;126;211;101;Argentina;Chubut;Rawson
916;88;174;211;Argentina;Chubut;Rió Senguer
917;158;243;150;Argentina;Chubut;Sarmiento
918;198;195;193;Argentina;Chubut;Tehuelches
919;58;252;72;Argentina;Chubut;Telsen
920;144;169;223;Argentina;Ciudad de Buenos Aires;Distrito Federal
921;143;217;117;Argentina;Córdoba;Calamuchita
922;204;186;242;Argentina;Córdoba;Capital
923;51;235;88;Argentina;Córdoba;Colón
924;80;233;113;Argentina;Córdoba;Cruz del Eje
925;197;86;50;Argentina;Córdoba;General Roca
926;250;227;51;Argentina;Córdoba;General San Martín
927;50;84;138;Argentina;Córdoba;Ischilín
928;141;246;147;Argentina;Córdoba;Juárez Celman
929;174;68;184;Argentina;Córdoba;Marcos Juárez
930;127;226;126;Argentina;Córdoba;Minas
931;185;140;73;Argentina;Córdoba;Pocho
932;153;218;179;Argentina;Córdoba;Presidente Roque Sáenz Peña
933;136;237;168;Argentina;Córdoba;Punilla
934;167;229;243;Argentina;Córdoba;Rió Cuarto
935;220;202;252;Argentina;Córdoba;Rió Primero
936;232;182;104;Argentina;Córdoba;Rió Seco
937;162;146;125;Argentina;Córdoba;Rió Segundo
938;108;140;223;Argentina;Córdoba;San Alberto
939;153;140;51;Argentina;Córdoba;San Javier
940;174;81;216;Argentina;Córdoba;San Justo
941;225;142;156;Argentina;Córdoba;Santa María
942;169;169;75;Argentina;Córdoba;Sobremonte
943;105;89;235;Argentina;Córdoba;Tercero Arriba
944;175;80;89;Argentina;Córdoba;Totoral
945;120;73;230;Argentina;Córdoba;Tulumba
946;121;162;246;Argentina;Córdoba;Unión
947;55;158;147;Argentina;Corrientes;Bella Vista
948;243;62;215;Argentina;Corrientes;Berón de Astrada
949;127;229;116;Argentina;Corrientes;Capital
950;102;70;166;Argentina;Corrientes;Concepción
951;94;105;119;Argentina;Corrientes;Curuzú Cuatiá
952;86;137;75;Argentina;Corrientes;Empedrado
953;235;95;224;Argentina;Corrientes;Esquina
954;117;106;143;Argentina;Corrientes;General Alvear
955;197;248;120;Argentina;Corrientes;General Paz
956;133;96;227;Argentina;Corrientes;Goya
957;197;47;106;Argentina;Corrientes;Itatí
958;177;212;45;Argentina;Corrientes;Ituzaingó
959;165;209;95;Argentina;Corrientes;Lavalle
960;146;236;121;Argentina;Corrientes;Mburucuyá
961;222;129;153;Argentina;Corrientes;Mercedes
962;190;211;148;Argentina;Corrientes;Monte Caseros
963;194;113;250;Argentina;Corrientes;Paso de los Libres
964;85;65;93;Argentina;Corrientes;Saladas
965;140;195;145;Argentina;Corrientes;San Cosme
